YearWeek,Store_ID,Product_ID,total_units_sold,inventory_level_end_of_week,movement_category,movement_gap
2022-03,S003,P0171,501,79,Fast-Moving,422
2022-03,S003,P0068,516,105,Fast-Moving,411
2022-03,S003,P0129,548,138,Fast-Moving,410
2022-03,S003,P0085,574,182,Fast-Moving,392
2022-03,S003,P0159,516,131,Fast-Moving,385
2022-03,S003,P0070,432,125,Fast-Moving,307
2022-03,S003,P0116,443,155,Fast-Moving,288
2022-03,S004,P0016,975,89,Fast-Moving,886
2022-03,S004,P0133,1004,190,Fast-Moving,814
2022-03,S004,P0126,904,102,Fast-Moving,802
2022-03,S004,P0046,914,150,Fast-Moving,764
2022-03,S004,P0066,903,180,Fast-Moving,723
2022-03,S004,P0061,817,149,Fast-Moving,668
2022-03,S004,P0057,835,172,Fast-Moving,663
2022-03,S004,P0125,772,111,Fast-Moving,661
2022-03,S004,P0178,755,116,Fast-Moving,639
2022-03,S004,P0171,726,93,Fast-Moving,633
2022-03,S004,P0187,791,180,Fast-Moving,611
2022-03,S004,P0069,893,290,Fast-Moving,603
2022-03,S004,P0159,709,136,Fast-Moving,573
2022-03,S004,P0166,698,144,Fast-Moving,554
2022-03,S004,P0031,749,207,Fast-Moving,542
2022-03,S004,P0017,658,121,Fast-Moving,537
2022-03,S004,P0116,686,162,Fast-Moving,524
2022-03,S004,P0079,652,136,Fast-Moving,516
2022-03,S004,P0149,695,179,Fast-Moving,516
2022-03,S004,P0094,615,110,Fast-Moving,505
2022-03,S004,P0096,634,138,Fast-Moving,496
2022-03,S004,P0153,574,80,Fast-Moving,494
2022-03,S004,P0070,729,243,Fast-Moving,486
2022-03,S004,P0068,708,225,Fast-Moving,483
2022-03,S004,P0129,574,114,Fast-Moving,460
2022-03,S004,P0175,521,72,Fast-Moving,449
2022-03,S004,P0067,600,152,Fast-Moving,448
2022-03,S004,P0085,577,152,Fast-Moving,425
2022-03,S004,P0183,463,92,Fast-Moving,371
2022-03,S004,P0083,491,141,Fast-Moving,350
2022-03,S005,P0126,994,113,Fast-Moving,881
2022-03,S005,P0061,993,202,Fast-Moving,791
2022-03,S005,P0178,1012,244,Fast-Moving,768
2022-03,S005,P0066,852,115,Fast-Moving,737
2022-03,S005,P0187,882,195,Fast-Moving,687
2022-03,S005,P0133,859,197,Fast-Moving,662
2022-03,S005,P0069,847,191,Fast-Moving,656
2022-03,S005,P0153,820,171,Fast-Moving,649
2022-03,S005,P0171,711,85,Fast-Moving,626
2022-03,S005,P0125,758,185,Fast-Moving,573
2022-03,S005,P0046,812,253,Fast-Moving,559
2022-03,S005,P0094,707,153,Fast-Moving,554
2022-03,S005,P0096,605,69,Fast-Moving,536
2022-03,S005,P0017,669,141,Fast-Moving,528
2022-03,S005,P0085,658,132,Fast-Moving,526
2022-03,S005,P0149,647,122,Fast-Moving,525
2022-03,S005,P0129,759,237,Fast-Moving,522
2022-03,S005,P0079,662,151,Fast-Moving,511
2022-03,S005,P0057,661,158,Fast-Moving,503
2022-03,S005,P0016,724,233,Fast-Moving,491
2022-03,S005,P0175,613,135,Fast-Moving,478
2022-03,S005,P0068,624,154,Fast-Moving,470
2022-03,S005,P0116,630,179,Fast-Moving,451
2022-03,S005,P0183,629,179,Fast-Moving,450
2022-03,S005,P0083,579,150,Fast-Moving,429
2022-03,S005,P0166,571,149,Fast-Moving,422
2022-03,S005,P0070,486,71,Fast-Moving,415
2022-03,S005,P0159,569,161,Fast-Moving,408
2022-03,S005,P0031,480,118,Fast-Moving,362
2022-03,S005,P0067,521,227,Fast-Moving,294
2022-04,S001,P0126,1088,214,Fast-Moving,874
2022-04,S001,P0187,982,149,Fast-Moving,833
2022-04,S001,P0069,999,203,Fast-Moving,796
2022-04,S001,P0178,987,194,Fast-Moving,793
2022-04,S001,P0125,1056,271,Fast-Moving,785
2022-04,S001,P0057,983,225,Fast-Moving,758
2022-04,S001,P0096,885,132,Fast-Moving,753
2022-04,S001,P0061,918,167,Fast-Moving,751
2022-04,S001,P0133,945,203,Fast-Moving,742
2022-04,S001,P0066,902,177,Fast-Moving,725
2022-04,S001,P0159,831,133,Fast-Moving,698
2022-04,S001,P0016,805,129,Fast-Moving,676
2022-04,S001,P0094,753,110,Fast-Moving,643
2022-04,S001,P0083,775,133,Fast-Moving,642
2022-04,S001,P0129,771,224,Fast-Moving,547
2022-04,S001,P0046,703,162,Fast-Moving,541
2022-04,S001,P0031,663,135,Fast-Moving,528
2022-04,S001,P0116,664,140,Fast-Moving,524
2022-04,S001,P0149,680,165,Fast-Moving,515
2022-04,S001,P0070,675,172,Fast-Moving,503
2022-04,S001,P0175,620,120,Fast-Moving,500
2022-04,S001,P0079,599,108,Fast-Moving,491
2022-04,S001,P0085,548,79,Fast-Moving,469
2022-04,S001,P0171,581,113,Fast-Moving,468
2022-04,S001,P0166,645,182,Fast-Moving,463
2022-04,S001,P0068,602,151,Fast-Moving,451
2022-04,S001,P0067,598,164,Fast-Moving,434
2022-04,S001,P0183,632,217,Fast-Moving,415
2022-04,S001,P0153,476,74,Fast-Moving,402
2022-04,S001,P0017,542,198,Fast-Moving,344
2022-04,S002,P0057,1129,199,Fast-Moving,930
2022-04,S002,P0046,1038,187,Fast-Moving,851
2022-04,S002,P0126,1024,211,Fast-Moving,813
2022-04,S002,P0125,878,111,Fast-Moving,767
2022-04,S002,P0083,917,177,Fast-Moving,740
2022-04,S002,P0187,912,188,Fast-Moving,724
2022-04,S002,P0178,974,259,Fast-Moving,715
2022-04,S002,P0133,868,174,Fast-Moving,694
2022-04,S002,P0017,736,86,Fast-Moving,650
2022-04,S002,P0061,832,212,Fast-Moving,620
2022-04,S002,P0068,700,82,Fast-Moving,618
2022-04,S002,P0069,764,179,Fast-Moving,585
2022-04,S002,P0129,724,145,Fast-Moving,579
2022-04,S002,P0171,659,95,Fast-Moving,564
2022-04,S002,P0016,782,220,Fast-Moving,562
2022-04,S002,P0066,762,224,Fast-Moving,538
2022-04,S002,P0149,687,154,Fast-Moving,533
2022-04,S002,P0096,660,159,Fast-Moving,501
2022-04,S002,P0175,656,161,Fast-Moving,495
2022-04,S002,P0159,598,124,Fast-Moving,474
2022-04,S002,P0094,601,129,Fast-Moving,472
2022-04,S002,P0031,540,100,Fast-Moving,440
2022-04,S002,P0153,617,177,Fast-Moving,440
2022-04,S002,P0183,554,119,Fast-Moving,435
2022-04,S002,P0116,545,118,Fast-Moving,427
2022-04,S002,P0067,689,273,Fast-Moving,416
2022-04,S002,P0070,541,153,Fast-Moving,388
2022-04,S002,P0166,630,252,Fast-Moving,378
2022-04,S002,P0085,522,162,Fast-Moving,360
2022-04,S002,P0079,448,143,Fast-Moving,305
2022-04,S003,P0178,987,141,Fast-Moving,846
2022-04,S003,P0066,972,128,Fast-Moving,844
2022-04,S003,P0187,1040,200,Fast-Moving,840
2022-04,S003,P0046,968,164,Fast-Moving,804
2022-04,S003,P0133,971,236,Fast-Moving,735
2022-04,S003,P0069,951,218,Fast-Moving,733
2022-04,S003,P0031,797,88,Fast-Moving,709
2022-04,S003,P0016,836,143,Fast-Moving,693
2022-04,S003,P0159,836,155,Fast-Moving,681
2022-04,S003,P0079,778,115,Fast-Moving,663
2022-04,S003,P0116,744,89,Fast-Moving,655
2022-04,S003,P0153,841,227,Fast-Moving,614
2022-04,S003,P0125,881,274,Fast-Moving,607
2022-04,S003,P0057,819,217,Fast-Moving,602
2022-04,S003,P0061,811,213,Fast-Moving,598
2022-04,S003,P0126,678,141,Fast-Moving,537
2022-04,S003,P0175,628,97,Fast-Moving,531
2022-04,S003,P0070,640,119,Fast-Moving,521
2022-04,S003,P0083,669,148,Fast-Moving,521
2022-04,S003,P0094,610,119,Fast-Moving,491
2022-04,S003,P0067,626,149,Fast-Moving,477
2022-04,S003,P0149,617,141,Fast-Moving,476
2022-04,S003,P0068,597,122,Fast-Moving,475
2022-04,S003,P0129,580,122,Fast-Moving,458
2022-04,S003,P0085,623,171,Fast-Moving,452
2022-04,S003,P0096,504,99,Fast-Moving,405
2022-04,S003,P0171,678,275,Fast-Moving,403
2022-04,S003,P0017,552,150,Fast-Moving,402
2022-04,S003,P0183,551,161,Fast-Moving,390
2022-04,S003,P0166,504,119,Fast-Moving,385
2022-04,S004,P0125,1129,175,Fast-Moving,954
2022-04,S004,P0016,990,92,Fast-Moving,898
2022-04,S004,P0187,975,110,Fast-Moving,865
2022-04,S004,P0126,888,101,Fast-Moving,787
2022-04,S004,P0057,844,81,Fast-Moving,763
2022-04,S004,P0149,876,113,Fast-Moving,763
2022-04,S004,P0046,932,175,Fast-Moving,757
2022-04,S004,P0183,803,110,Fast-Moving,693
2022-04,S004,P0133,915,237,Fast-Moving,678
2022-04,S004,P0061,820,148,Fast-Moving,672
2022-04,S004,P0067,808,150,Fast-Moving,658
2022-04,S004,P0178,738,106,Fast-Moving,632
2022-04,S004,P0069,764,202,Fast-Moving,562
2022-04,S004,P0166,602,62,Fast-Moving,540
2022-04,S004,P0129,544,56,Fast-Moving,488
2022-04,S004,P0066,811,326,Fast-Moving,485
2022-04,S004,P0079,555,73,Fast-Moving,482
2022-04,S004,P0070,579,103,Fast-Moving,476
2022-04,S004,P0083,587,117,Fast-Moving,470
2022-04,S004,P0171,614,153,Fast-Moving,461
2022-04,S004,P0031,561,111,Fast-Moving,450
2022-04,S004,P0153,644,199,Fast-Moving,445
2022-04,S004,P0175,541,115,Fast-Moving,426
2022-04,S004,P0094,656,233,Fast-Moving,423
2022-04,S004,P0085,592,179,Fast-Moving,413
2022-04,S004,P0017,593,197,Fast-Moving,396
2022-04,S004,P0096,585,208,Fast-Moving,377
2022-04,S004,P0068,536,164,Fast-Moving,372
2022-04,S004,P0116,487,157,Fast-Moving,330
2022-04,S004,P0159,413,156,Fast-Moving,257
2022-04,S005,P0187,983,146,Fast-Moving,837
2022-04,S005,P0061,1008,201,Fast-Moving,807
2022-04,S005,P0066,1014,217,Fast-Moving,797
2022-04,S005,P0125,1009,226,Fast-Moving,783
2022-04,S005,P0046,887,127,Fast-Moving,760
2022-04,S005,P0069,906,234,Fast-Moving,672
2022-04,S005,P0133,777,107,Fast-Moving,670
2022-04,S005,P0178,868,207,Fast-Moving,661
2022-04,S005,P0057,784,159,Fast-Moving,625
2022-04,S005,P0017,728,105,Fast-Moving,623
2022-04,S005,P0126,912,290,Fast-Moving,622
2022-04,S005,P0116,763,171,Fast-Moving,592
2022-04,S005,P0153,747,160,Fast-Moving,587
2022-04,S005,P0070,699,113,Fast-Moving,586
2022-04,S005,P0016,798,263,Fast-Moving,535
2022-04,S005,P0096,603,83,Fast-Moving,520
2022-04,S005,P0083,635,140,Fast-Moving,495
2022-04,S005,P0067,541,50,Fast-Moving,491
2022-04,S005,P0175,543,53,Fast-Moving,490
2022-04,S005,P0129,648,168,Fast-Moving,480
2022-04,S005,P0085,559,85,Fast-Moving,474
2022-04,S005,P0149,614,146,Fast-Moving,468
2022-04,S005,P0171,658,190,Fast-Moving,468
2022-04,S005,P0159,534,93,Fast-Moving,441
2022-04,S005,P0068,593,153,Fast-Moving,440
2022-04,S005,P0166,601,173,Fast-Moving,428
2022-04,S005,P0031,589,171,Fast-Moving,418
2022-04,S005,P0079,491,114,Fast-Moving,377
2022-04,S005,P0183,573,206,Fast-Moving,367
2022-04,S005,P0094,577,265,Fast-Moving,312
2022-05,S001,P0061,1003,171,Fast-Moving,832
2022-05,S001,P0187,934,177,Fast-Moving,757
2022-05,S001,P0069,1051,321,Fast-Moving,730
2022-05,S001,P0016,869,155,Fast-Moving,714
2022-05,S001,P0178,876,197,Fast-Moving,679
2022-05,S001,P0125,926,262,Fast-Moving,664
2022-05,S001,P0066,902,269,Fast-Moving,633
2022-05,S001,P0057,784,152,Fast-Moving,632
2022-05,S001,P0046,781,150,Fast-Moving,631
2022-05,S001,P0116,764,140,Fast-Moving,624
2022-05,S001,P0085,742,128,Fast-Moving,614
2022-05,S001,P0096,741,155,Fast-Moving,586
2022-05,S001,P0068,664,97,Fast-Moving,567
2022-05,S001,P0017,812,249,Fast-Moving,563
2022-05,S001,P0166,641,109,Fast-Moving,532
2022-05,S001,P0129,680,160,Fast-Moving,520
2022-05,S001,P0079,801,288,Fast-Moving,513
2022-05,S001,P0126,595,91,Fast-Moving,504
2022-05,S001,P0067,615,118,Fast-Moving,497
2022-05,S001,P0133,705,215,Fast-Moving,490
2022-05,S001,P0171,599,123,Fast-Moving,476
2022-05,S001,P0070,687,222,Fast-Moving,465
2022-05,S001,P0159,593,133,Fast-Moving,460
2022-05,S001,P0031,547,124,Fast-Moving,423
2022-05,S001,P0094,572,155,Fast-Moving,417
2022-05,S001,P0083,596,186,Fast-Moving,410
2022-05,S001,P0153,550,145,Fast-Moving,405
2022-05,S001,P0149,625,244,Fast-Moving,381
2022-05,S001,P0175,578,245,Fast-Moving,333
2022-05,S001,P0183,523,211,Fast-Moving,312
2022-05,S002,P0046,1008,99,Fast-Moving,909
2022-05,S002,P0069,920,123,Fast-Moving,797
2022-05,S002,P0125,899,114,Fast-Moving,785
2022-05,S002,P0016,942,191,Fast-Moving,751
2022-05,S002,P0126,877,157,Fast-Moving,720
2022-05,S002,P0057,867,162,Fast-Moving,705
2022-05,S002,P0017,744,40,Fast-Moving,704
2022-05,S002,P0066,975,287,Fast-Moving,688
2022-05,S002,P0183,736,83,Fast-Moving,653
2022-05,S002,P0149,754,114,Fast-Moving,640
2022-05,S002,P0175,687,101,Fast-Moving,586
2022-05,S002,P0187,743,159,Fast-Moving,584
2022-05,S002,P0178,763,203,Fast-Moving,560
2022-05,S002,P0166,689,133,Fast-Moving,556
2022-05,S002,P0171,685,157,Fast-Moving,528
2022-05,S002,P0133,723,214,Fast-Moving,509
2022-05,S002,P0159,598,106,Fast-Moving,492
2022-05,S002,P0070,609,135,Fast-Moving,474
2022-05,S002,P0061,618,151,Fast-Moving,467
2022-05,S002,P0079,620,177,Fast-Moving,443
2022-05,S002,P0096,544,112,Fast-Moving,432
2022-05,S002,P0083,577,154,Fast-Moving,423
2022-05,S002,P0085,573,156,Fast-Moving,417
2022-05,S002,P0116,552,143,Fast-Moving,409
2022-05,S002,P0068,531,127,Fast-Moving,404
2022-05,S002,P0094,613,220,Fast-Moving,393
2022-05,S002,P0067,563,174,Fast-Moving,389
2022-05,S002,P0129,526,141,Fast-Moving,385
2022-05,S002,P0153,557,175,Fast-Moving,382
2022-05,S002,P0031,540,167,Fast-Moving,373
2022-05,S003,P0046,1146,93,Fast-Moving,1053
2022-05,S003,P0125,1118,155,Fast-Moving,963
2022-05,S003,P0178,981,153,Fast-Moving,828
2022-05,S003,P0057,978,174,Fast-Moving,804
2022-05,S003,P0133,914,118,Fast-Moving,796
2022-05,S003,P0069,993,265,Fast-Moving,728
2022-05,S003,P0066,959,232,Fast-Moving,727
2022-05,S003,P0016,914,219,Fast-Moving,695
2022-05,S003,P0126,767,99,Fast-Moving,668
2022-05,S003,P0061,803,141,Fast-Moving,662
2022-05,S003,P0129,667,75,Fast-Moving,592
2022-05,S003,P0187,792,204,Fast-Moving,588
2022-05,S003,P0083,786,215,Fast-Moving,571
2022-05,S003,P0166,695,141,Fast-Moving,554
2022-05,S003,P0171,766,217,Fast-Moving,549
2022-05,S003,P0153,654,106,Fast-Moving,548
2022-05,S003,P0096,614,78,Fast-Moving,536
2022-05,S003,P0068,638,103,Fast-Moving,535
2022-05,S003,P0183,631,127,Fast-Moving,504
2022-05,S003,P0149,681,178,Fast-Moving,503
2022-05,S003,P0085,597,96,Fast-Moving,501
2022-05,S003,P0067,617,121,Fast-Moving,496
2022-05,S003,P0175,642,165,Fast-Moving,477
2022-05,S003,P0094,689,214,Fast-Moving,475
2022-05,S003,P0070,637,165,Fast-Moving,472
2022-05,S003,P0116,601,133,Fast-Moving,468
2022-05,S003,P0031,653,199,Fast-Moving,454
2022-05,S003,P0017,569,137,Fast-Moving,432
2022-05,S003,P0079,556,161,Fast-Moving,395
2022-05,S003,P0159,591,203,Fast-Moving,388
2022-05,S004,P0187,1090,145,Fast-Moving,945
2022-05,S004,P0066,1057,131,Fast-Moving,926
2022-05,S004,P0061,988,117,Fast-Moving,871
2022-05,S004,P0125,1040,216,Fast-Moving,824
2022-05,S004,P0126,976,259,Fast-Moving,717
2022-05,S004,P0016,761,70,Fast-Moving,691
2022-05,S004,P0133,949,281,Fast-Moving,668
2022-05,S004,P0178,843,191,Fast-Moving,652
2022-05,S004,P0094,812,162,Fast-Moving,650
2022-05,S004,P0171,676,36,Fast-Moving,640
2022-05,S004,P0069,893,259,Fast-Moving,634
2022-05,S004,P0129,801,169,Fast-Moving,632
2022-05,S004,P0046,883,260,Fast-Moving,623
2022-05,S004,P0057,870,247,Fast-Moving,623
2022-05,S004,P0116,679,84,Fast-Moving,595
2022-05,S004,P0153,741,161,Fast-Moving,580
2022-05,S004,P0017,681,150,Fast-Moving,531
2022-05,S004,P0079,765,244,Fast-Moving,521
2022-05,S004,P0149,653,142,Fast-Moving,511
2022-05,S004,P0031,567,58,Fast-Moving,509
2022-05,S004,P0067,646,137,Fast-Moving,509
2022-05,S004,P0083,635,133,Fast-Moving,502
2022-05,S004,P0096,613,126,Fast-Moving,487
2022-05,S004,P0159,587,115,Fast-Moving,472
2022-05,S004,P0085,595,124,Fast-Moving,471
2022-05,S004,P0166,598,139,Fast-Moving,459
2022-05,S004,P0183,617,165,Fast-Moving,452
2022-05,S004,P0070,594,176,Fast-Moving,418
2022-05,S004,P0175,449,153,Fast-Moving,296
2022-05,S004,P0068,489,198,Fast-Moving,291
2022-05,S005,P0016,1057,131,Fast-Moving,926
2022-05,S005,P0125,1099,205,Fast-Moving,894
2022-05,S005,P0187,1041,179,Fast-Moving,862
2022-05,S005,P0178,947,167,Fast-Moving,780
2022-05,S005,P0133,943,175,Fast-Moving,768
2022-05,S005,P0061,929,194,Fast-Moving,735
2022-05,S005,P0031,785,57,Fast-Moving,728
2022-05,S005,P0057,848,129,Fast-Moving,719
2022-05,S005,P0066,936,222,Fast-Moving,714
2022-05,S005,P0046,804,139,Fast-Moving,665
2022-05,S005,P0096,771,116,Fast-Moving,655
2022-05,S005,P0094,761,142,Fast-Moving,619
2022-05,S005,P0083,726,109,Fast-Moving,617
2022-05,S005,P0085,751,143,Fast-Moving,608
2022-05,S005,P0126,783,182,Fast-Moving,601
2022-05,S005,P0067,770,185,Fast-Moving,585
2022-05,S005,P0149,722,140,Fast-Moving,582
2022-05,S005,P0079,694,163,Fast-Moving,531
2022-05,S005,P0166,585,90,Fast-Moving,495
2022-05,S005,P0068,657,162,Fast-Moving,495
2022-05,S005,P0017,589,99,Fast-Moving,490
2022-05,S005,P0069,704,220,Fast-Moving,484
2022-05,S005,P0153,667,192,Fast-Moving,475
2022-05,S005,P0171,572,103,Fast-Moving,469
2022-05,S005,P0116,641,178,Fast-Moving,463
2022-05,S005,P0129,580,142,Fast-Moving,438
2022-05,S005,P0175,610,173,Fast-Moving,437
2022-05,S005,P0183,464,71,Fast-Moving,393
2022-05,S005,P0159,523,175,Fast-Moving,348
2022-05,S005,P0070,419,174,Fast-Moving,245
2022-06,S001,P0046,975,145,Fast-Moving,830
2022-06,S001,P0126,981,169,Fast-Moving,812
2022-06,S001,P0061,1004,226,Fast-Moving,778
2022-06,S001,P0187,931,178,Fast-Moving,753
2022-06,S001,P0057,990,241,Fast-Moving,749
2022-06,S001,P0133,945,199,Fast-Moving,746
2022-06,S001,P0178,950,222,Fast-Moving,728
2022-06,S001,P0066,928,202,Fast-Moving,726
2022-06,S001,P0129,807,90,Fast-Moving,717
2022-06,S001,P0125,756,145,Fast-Moving,611
2022-06,S001,P0016,766,173,Fast-Moving,593
2022-06,S001,P0069,855,267,Fast-Moving,588
2022-06,S001,P0153,674,86,Fast-Moving,588
2022-06,S001,P0083,659,75,Fast-Moving,584
2022-06,S001,P0079,694,145,Fast-Moving,549
2022-06,S001,P0068,658,145,Fast-Moving,513
2022-06,S001,P0031,567,70,Fast-Moving,497
2022-06,S001,P0149,629,137,Fast-Moving,492
2022-06,S001,P0094,650,162,Fast-Moving,488
2022-06,S001,P0159,640,161,Fast-Moving,479
2022-06,S001,P0070,538,77,Fast-Moving,461
2022-06,S001,P0017,613,179,Fast-Moving,434
2022-06,S001,P0183,663,236,Fast-Moving,427
2022-06,S001,P0096,552,132,Fast-Moving,420
2022-06,S001,P0166,528,134,Fast-Moving,394
2022-06,S001,P0171,538,145,Fast-Moving,393
2022-06,S001,P0175,552,160,Fast-Moving,392
2022-06,S001,P0085,518,154,Fast-Moving,364
2022-06,S001,P0116,514,156,Fast-Moving,358
2022-06,S001,P0067,571,225,Fast-Moving,346
2022-06,S002,P0187,1109,180,Fast-Moving,929
2022-06,S002,P0061,1088,220,Fast-Moving,868
2022-06,S002,P0126,967,167,Fast-Moving,800
2022-06,S002,P0057,913,143,Fast-Moving,770
2022-06,S002,P0178,865,96,Fast-Moving,769
2022-06,S002,P0046,856,117,Fast-Moving,739
2022-06,S002,P0066,861,178,Fast-Moving,683
2022-06,S002,P0069,846,187,Fast-Moving,659
2022-06,S002,P0133,889,241,Fast-Moving,648
2022-06,S002,P0067,662,39,Fast-Moving,623
2022-06,S002,P0149,724,152,Fast-Moving,572
2022-06,S002,P0125,795,233,Fast-Moving,562
2022-06,S002,P0083,671,120,Fast-Moving,551
2022-06,S002,P0129,701,175,Fast-Moving,526
2022-06,S002,P0153,667,143,Fast-Moving,524
2022-06,S002,P0171,652,128,Fast-Moving,524
2022-06,S002,P0079,625,103,Fast-Moving,522
2022-06,S002,P0068,639,122,Fast-Moving,517
2022-06,S002,P0183,629,114,Fast-Moving,515
2022-06,S002,P0166,661,154,Fast-Moving,507
2022-06,S002,P0096,639,160,Fast-Moving,479
2022-06,S002,P0175,551,77,Fast-Moving,474
2022-06,S002,P0016,686,227,Fast-Moving,459
2022-06,S002,P0159,661,213,Fast-Moving,448
2022-06,S002,P0031,532,96,Fast-Moving,436
2022-06,S002,P0116,531,105,Fast-Moving,426
2022-06,S002,P0085,585,162,Fast-Moving,423
2022-06,S002,P0094,613,190,Fast-Moving,423
2022-06,S002,P0070,450,59,Fast-Moving,391
2022-06,S002,P0017,523,138,Fast-Moving,385
2022-06,S003,P0069,1074,173,Fast-Moving,901
2022-06,S003,P0016,988,108,Fast-Moving,880
2022-06,S003,P0057,1032,167,Fast-Moving,865
2022-06,S003,P0187,956,179,Fast-Moving,777
2022-06,S003,P0125,953,185,Fast-Moving,768
2022-06,S003,P0178,927,174,Fast-Moving,753
2022-06,S003,P0046,911,180,Fast-Moving,731
2022-06,S003,P0066,875,159,Fast-Moving,716
2022-06,S003,P0133,972,291,Fast-Moving,681
2022-06,S003,P0083,831,172,Fast-Moving,659
2022-06,S003,P0126,752,138,Fast-Moving,614
2022-06,S003,P0175,631,57,Fast-Moving,574
2022-06,S003,P0171,640,78,Fast-Moving,562
2022-06,S003,P0166,753,192,Fast-Moving,561
2022-06,S003,P0153,723,175,Fast-Moving,548
2022-06,S003,P0061,726,195,Fast-Moving,531
2022-06,S003,P0094,672,142,Fast-Moving,530
2022-06,S003,P0129,690,162,Fast-Moving,528
2022-06,S003,P0067,631,116,Fast-Moving,515
2022-06,S003,P0017,660,148,Fast-Moving,512
2022-06,S003,P0079,679,167,Fast-Moving,512
2022-06,S003,P0070,618,117,Fast-Moving,501
2022-06,S003,P0031,597,110,Fast-Moving,487
2022-06,S003,P0085,681,200,Fast-Moving,481
2022-06,S003,P0183,724,252,Fast-Moving,472
2022-06,S003,P0149,601,139,Fast-Moving,462
2022-06,S003,P0096,710,260,Fast-Moving,450
2022-06,S003,P0159,593,150,Fast-Moving,443
2022-06,S003,P0116,586,144,Fast-Moving,442
2022-06,S003,P0068,655,229,Fast-Moving,426
2022-06,S004,P0061,1127,92,Fast-Moving,1035
2022-06,S004,P0046,1170,199,Fast-Moving,971
2022-06,S004,P0069,902,48,Fast-Moving,854
2022-06,S004,P0178,1010,185,Fast-Moving,825
2022-06,S004,P0057,939,130,Fast-Moving,809
2022-06,S004,P0126,991,201,Fast-Moving,790
2022-06,S004,P0133,890,137,Fast-Moving,753
2022-06,S004,P0016,841,96,Fast-Moving,745
2022-06,S004,P0129,860,132,Fast-Moving,728
2022-06,S004,P0125,877,169,Fast-Moving,708
2022-06,S004,P0187,923,217,Fast-Moving,706
2022-06,S004,P0066,861,212,Fast-Moving,649
2022-06,S004,P0067,770,188,Fast-Moving,582
2022-06,S004,P0149,669,113,Fast-Moving,556
2022-06,S004,P0079,646,95,Fast-Moving,551
2022-06,S004,P0085,678,127,Fast-Moving,551
2022-06,S004,P0017,675,128,Fast-Moving,547
2022-06,S004,P0096,683,148,Fast-Moving,535
2022-06,S004,P0166,647,113,Fast-Moving,534
2022-06,S004,P0083,677,145,Fast-Moving,532
2022-06,S004,P0094,656,146,Fast-Moving,510
2022-06,S004,P0171,654,172,Fast-Moving,482
2022-06,S004,P0031,616,149,Fast-Moving,467
2022-06,S004,P0116,626,175,Fast-Moving,451
2022-06,S004,P0153,593,143,Fast-Moving,450
2022-06,S004,P0070,547,134,Fast-Moving,413
2022-06,S004,P0175,560,162,Fast-Moving,398
2022-06,S004,P0183,613,215,Fast-Moving,398
2022-06,S004,P0159,480,87,Fast-Moving,393
2022-06,S004,P0068,413,61,Fast-Moving,352
2022-06,S005,P0057,1041,159,Fast-Moving,882
2022-06,S005,P0126,1029,157,Fast-Moving,872
2022-06,S005,P0069,932,151,Fast-Moving,781
2022-06,S005,P0133,944,202,Fast-Moving,742
2022-06,S005,P0061,860,137,Fast-Moving,723
2022-06,S005,P0187,874,189,Fast-Moving,685
2022-06,S005,P0178,841,211,Fast-Moving,630
2022-06,S005,P0067,823,198,Fast-Moving,625
2022-06,S005,P0016,853,230,Fast-Moving,623
2022-06,S005,P0046,695,93,Fast-Moving,602
2022-06,S005,P0125,732,137,Fast-Moving,595
2022-06,S005,P0096,662,68,Fast-Moving,594
2022-06,S005,P0166,689,108,Fast-Moving,581
2022-06,S005,P0079,677,103,Fast-Moving,574
2022-06,S005,P0066,703,130,Fast-Moving,573
2022-06,S005,P0070,658,133,Fast-Moving,525
2022-06,S005,P0175,654,132,Fast-Moving,522
2022-06,S005,P0183,663,142,Fast-Moving,521
2022-06,S005,P0171,610,95,Fast-Moving,515
2022-06,S005,P0153,648,141,Fast-Moving,507
2022-06,S005,P0116,759,262,Fast-Moving,497
2022-06,S005,P0085,585,99,Fast-Moving,486
2022-06,S005,P0083,621,140,Fast-Moving,481
2022-06,S005,P0159,577,106,Fast-Moving,471
2022-06,S005,P0149,664,197,Fast-Moving,467
2022-06,S005,P0017,592,128,Fast-Moving,464
2022-06,S005,P0068,631,182,Fast-Moving,449
2022-06,S005,P0094,569,137,Fast-Moving,432
2022-06,S005,P0129,559,127,Fast-Moving,432
2022-06,S005,P0031,515,176,Fast-Moving,339
